Year,Rank,Song,Artist,gender
2011-01-01,9,moves like jagger,maroon 5 featuring christina aguilera,
2011-01-01,10,just cant get enough,the black eyed peas,
2011-01-01,11,on the floor,jennifer lopez featuring pitbull,
2011-01-01,12,sm,rihanna,female
2011-01-01,13,pumped up kicks,foster the people,
2011-01-01,14,last friday night tgif,katy perry,female
2011-01-01,15,just the way you are,bruno mars,male
2011-01-01,16,tonight im lovin you,enrique iglesias featuring ludacris and dj frank e,
2011-01-01,17,raise your glass,pink,female
2011-01-01,18,born this way,lady gaga,female
2011-01-01,19,fuckin perfect,pink,female
2011-01-01,20,whats my name,rihanna featuring drake,
2011-01-01,21,look at me now,chris brown featuring lil wayne and busta rhymes,
2011-01-01,22,down on me,jeremih featuring 50 cent,
2011-01-01,23,how to love,lil wayne,male
2011-01-01,24,someone like you,adele,female
2011-01-01,25,good life,onerepublic,
2011-01-01,26,the lazy song,bruno mars,male
2011-01-01,27,till the world ends,britney spears,female
2011-01-01,28,the show goes on,lupe fiasco,male
2011-01-01,29,the edge of glory,lady gaga,female
2011-01-01,30,we r who we r,keha,
2011-01-01,31,black and yellow,wiz khalifa,male
2011-01-01,32,tonight tonight,hot chelle rae,
2011-01-01,33,blow,keha,
2011-01-01,34,lighters,bad meets evil featuring bruno mars,
2011-01-01,35,if i die young,the band perry,
2011-01-01,36,stereo hearts,gym class heroes featuring adam levine,
2011-01-01,37,the time dirty bit,the black eyed peas,
2011-01-01,38,coming home,diddy  dirty money featuring skylar grey,
2011-01-01,39,hey baby drop it to the floor,pitbull featuring tpain,
2011-01-01,40,only girl in the world,rihanna,female
2011-01-01,41,6 foot 7 foot,lil wayne featuring cory gunz,
2011-01-01,42,just a kiss,lady antebellum,
2011-01-01,43,dirt road anthem,jason aldean,male
2011-01-01,44,dynamite,taio cruz,male
2011-01-01,45,no hands,waka flocka flame featuring wale and roscoe dash,
2011-01-01,46,i wanna go,britney spears,female
2011-01-01,47,im on one,dj khaled featuring drake rick ross and lil wayne,
2011-01-01,48,you make me feel,cobra starship featuring sabi,
2011-01-01,49,yeah 3x,chris brown,male
2011-01-01,50,moment 4 life,nicki minaj featuring drake,
2011-01-01,51,i need a doctor,dr dre featuring eminem and skylar grey,
2011-01-01,52,just a dream,nelly,male
2011-01-01,53,motivation,kelly rowland featuring lil wayne,
2011-01-01,54,stereo love,edward maya featuring vika jigulina,
2011-01-01,55,jar of hearts,christina perri,female
2011-01-01,56,roll up,wiz khalifa,male
2011-01-01,57,sexy and i know it,lmfao,
2011-01-01,58,rocketeer,far east movement featuring ryan tedder,
2011-01-01,59,all of the lights,kanye west featuring rihanna,
2011-01-01,60,hold it against me,britney spears,female
2011-01-01,61,more,usher,male
2011-01-01,62,what the hell,avril lavigne,female
2011-01-01,63,written in the stars,tinie tempah featuring eric turner,
2011-01-01,64,bottoms up,trey songz featuring nicki minaj,
2011-01-01,65,dj got us fallin in love,usher featuring pitbull,
2011-01-01,66,for the first time,the script,
2011-01-01,67,honey bee,blake shelton,male
2011-01-01,68,dont you wanna stay,jason aldean featuring kelly clarkson,
2011-01-01,69,we found love,rihanna featuring calvin harris,
2011-01-01,70,pretty girl rock,keri hilson,female
2011-01-01,71,"yo""u and i",lady gaga,female
2011-01-01,72,like a g6,far east movement featuring the cataracs and dev,
2011-01-01,73,without you,david guetta featuring usher,
2011-01-01,74,back to december,taylor swift,female
2011-01-01,75,teenage dream,katy perry,female
2011-01-01,76,crazy girl,eli young band,
2011-01-01,77,cheers drink to that,rihanna,female
2011-01-01,78,who says,selena gomez  the scene,
2011-01-01,79,barefoot blue jean night,jake owen,male
2011-01-01,80,knee deep,zac brown band featuring jimmy buffett,
2011-01-01,81,country girl shake it for me,luke bryan,male
2011-01-01,82,remind me,brad paisley and carrie underwood,
2011-01-01,83,in the dark,dev,female
2011-01-01,84,backseat,new boyz featuring the cataracs and dev,
2011-01-01,85,headlines,drake,male
2011-01-01,86,best thing i never had,beyonce,female
2011-01-01,87,dont wanna go home,jason derulo,male
2011-01-01,88,where them girls at,david guetta featuring flo rida and nicki minaj,
2011-01-01,89,she aint you,chris brown,male
2011-01-01,90,take a back road,rodney atkins,male
2011-01-01,91,please dont go,mike posner,male
2011-01-01,92,sure thing,miguel,male
2011-01-01,93,price tag,jessie j featuring bob,
2011-01-01,94,god gave me you,blake shelton,male
2011-01-01,95,she will,lil wayne featuring drake,
2011-01-01,96,are you gonna kiss me or not,thompson square,
2011-01-01,97,animal,neon trees,
2011-01-01,98,you and tequila,kenny chesney featuring grace potter,
2011-01-01,99,colder weather,zac brown band,
2011-01-01,100,my last,big sean featuring chris brown,
2012-01-01,1,somebody that i used to know,gotye featuring kimbra,
2012-01-01,2,call me maybe,carly rae jepsen,female
2012-01-01,3,we are young,fun featuring janelle monae,
2012-01-01,4,payphone,maroon 5 featuring wiz khalifa,
2012-01-01,5,lights,ellie goulding,
2012-01-01,6,glad you came,the wanted,
2012-01-01,7,stronger what doesnt kill you,kelly clarkson,female
2012-01-01,8,we found love,rihanna featuring calvin harris,
2012-01-01,9,starships,nicki minaj,female
2012-01-01,10,what makes you beautiful,one direction,
2012-01-01,11,wild ones,flo rida featuring sia,
2012-01-01,12,set fire to the rain,adele,female
2012-01-01,13,sexy and i know it,lmfao,
2012-01-01,14,some nights,fun,
2012-01-01,15,wide awake,katy perry,female
2012-01-01,16,good feeling,flo rida,male
2012-01-01,17,whistle,flo rida,male
2012-01-01,18,one more night,maroon 5,
2012-01-01,19,drive by,train,
2012-01-01,20,the motto,drake featuring lil wayne,
2012-01-01,21,where have you been,rihanna,female
2012-01-01,22,everybody talks,neon trees,
2012-01-01,23,take care,drake featuring rihanna,
2012-01-01,24,titanium,david guetta featuring sia,
2012-01-01,25,i wont give up,jason mraz,male
2012-01-01,26,it will rain,bruno mars,male
2012-01-01,27,mercy,kanye west big sean pusha t and 2 chainz,
2012-01-01,28,boyfriend,justin bieber,male
2012-01-01,29,party rock anthem,lmfao featuring lauren bennett and goonrock,
2012-01-01,30,too close,alex clare,male
2012-01-01,31,part of me,katy perry,female
2012-01-01,32,young wild  free,snoop dogg and wiz khalifa featuring bruno mars,
2012-01-01,33,we are never ever getting back together,taylor swift,female
2012-01-01,34,as long as you love me,justin bieber featuring big sean,
2012-01-01,35,turn me on,david guetta featuring nicki minaj,
2012-01-01,36,moves like jagger,maroon 5 featuring christina aguilera,
2012-01-01,37,blow me one last kiss,pink,female
2012-01-01,38,good time,owl city and carly rae jepsen,
2012-01-01,39,give your heart a break,demi lovato,female
2012-01-01,40,niggas in paris,jayz and kanye west,
2012-01-01,41,the one that got away,katy perry,female
2012-01-01,42,feel so close,calvin harris,male
2012-01-01,43,someone like you,adele,female
2012-01-01,44,scream,usher,male
2012-01-01,45,rack city,tyga,male
2012-01-01,46,domino,jessie j,female
2012-01-01,47,gangnam style,psy,
2012-01-01,48,international love,pitbull featuring chris brown,
2012-01-01,49,home,phillip phillips,male
2012-01-01,50,without you,david guetta featuring usher,
2012-01-01,51,ass back home,gym class heroes featuring neon hitch,
2012-01-01,52,wanted,hunter hayes,male
2012-01-01,53,drunk on you,luke bryan,male
2012-01-01,54,no lie,2 chainz featuring drake,
2012-01-01,55,want u back,cher lloyd,female
2012-01-01,56,dont wake me up,chris brown,male
2012-01-01,57,dance a,big sean featuring nicki minaj,
2012-01-01,58,springsteen,eric church,male
2012-01-01,59,brokenhearted,karmin,
2012-01-01,60,not over you,gavin degraw,male
2012-01-01,61,stereo hearts,gym class heroes featuring adam levine,
2012-01-01,62,back in time,pitbull,
2012-01-01,63,work out,j cole,male
2012-01-01,64,rumour has it,adele,female
2012-01-01,65,lets go,calvin harris featuring neyo,
2012-01-01,66,good girl,carrie underwood,female
2012-01-01,67,pontoon,little big town,
2012-01-01,68,ho hey,the lumineers,
2012-01-01,69,paradise,coldplay,
2012-01-01,70,blown away,carrie underwood,female
2012-01-01,71,rolling in the deep,adele,female
2012-01-01,72,climax,usher,male
2012-01-01,73,work hard play hard,wiz khalifa,male
2012-01-01,74,let me love you until you learn to love yourself,neyo,male
2012-01-01,75,pound the alarm,nicki minaj,female
2012-01-01,76,come over,kenny chesney,male
2012-01-01,77,heart attack,trey songz,male
2012-01-01,78,drank in my cup,kirko bangz,male
2012-01-01,79,birthday cake,rihanna featuring chris brown,
2012-01-01,80,so good,bob,male
2012-01-01,81,50 ways to say goodbye,train,
2012-01-01,82,red solo cup,toby keith,male
2012-01-01,83,love you like a love song,selena gomez  the scene,
2012-01-01,84,turn up the music,chris brown,male
2012-01-01,85,die young,keha,
2012-01-01,86,5 oclock,tpain featuring wiz khalifa and lily allen,
2012-01-01,87,a thousand years,christina perri,female
2012-01-01,88,take a little ride,jason aldean,male
2012-01-01,89,you da one,rihanna,female
2012-01-01,90,we run the night,havana brown featuring pitbull,
2012-01-01,91,its time,imagine dragons,
2012-01-01,92,cashin out,cah out,
2012-01-01,93,i dont want this night to end,luke bryan,male
2012-01-01,94,diamonds,rihanna,female
2012-01-01,95,hard to love,lee brice,male
2012-01-01,96,somethin bout a truck,kip moore,male
2012-01-01,97,adorn,miguel,male
2012-01-01,98,fly over states,jason aldean,male
2012-01-01,99,even if it breaks your heart,eli young band,
2012-01-01,100,burn it down,linkin park,
2013-01-01,1,thrift shop,macklemore and ryan lewis featuring wanz,
2013-01-01,2,blurred lines,robin thicke featuring ti and pharrell williams,
2013-01-01,3,radioactive,imagine dragons,
2013-01-01,4,harlem shake,baauer,
2013-01-01,5,cant hold us,macklemore and ryan lewis featuring ray dalton,
2013-01-01,6,mirrors,justin timberlake,male
2013-01-01,7,just give me a reason,pink featuring nate ruess,
2013-01-01,8,when i was your man,bruno mars,male
2013-01-01,9,cruise,florida georgia line featuring nelly,
2013-01-01,10,roar,katy perry,female
2013-01-01,11,locked out of heaven,bruno mars,male
2013-01-01,12,ho hey,the lumineers,
2013-01-01,13,stay,rihanna featuring mikky ekko,
2013-01-01,14,get lucky,daft punk featuring pharrell williams,
2013-01-01,15,royals,lorde,female
2013-01-01,16,i knew you were trouble,taylor swift,female
2013-01-01,17,we cant stop,miley cyrus,female
2013-01-01,18,wrecking ball,miley cyrus,female
2013-01-01,19,wake me up,avicii,
2013-01-01,20,suit  tie,justin timberlake featuring jayz,
2013-01-01,21,cups pitch perfects when im gone,anna kendrick,female
2013-01-01,22,holy grail,jay z featuring justin timberlake,
2013-01-01,23,scream  shout,william featuring britney spears,
2013-01-01,24,clarity,zedd featuring foxes,
2013-01-01,25,sail,awolnation,
2013-01-01,26,dont you worry child,swedish house mafia featuring john martin,
2013-01-01,27,diamonds,rihanna,female
2013-01-01,28,i love it,icona pop featuring charli xcx,
2013-01-01,29,safe and sound,capital cities,
2013-01-01,30,treasure,bruno mars,male
2013-01-01,31,the way,ariana grande featuring mac miller,
2013-01-01,32,started from the bottom,drake,male
2013-01-01,33,come  get it,selena gomez,female
2013-01-01,34,hold on were going home,drake featuring majid jordan,
2013-01-01,35,daylight,maroon 5,
2013-01-01,36,feel this moment,pitbull featuring christina aguilera,
2013-01-01,37,applause,lady gaga,female
2013-01-01,38,one more night,maroon 5,
2013-01-01,39,love me,lil wayne featuring drake and future,
2013-01-01,40,my songs know what you did in the dark light em up,fall out boy,
2013-01-01,41,fuckin problems,asap rocky featuring drake 2 chainz and kendrick lamar,
2013-01-01,42,beauty and a beat,justin bieber featuring nicki minaj,
2013-01-01,43,same love,macklemore and ryan lewis featuring mary lambert,
2013-01-01,44,sweet nothing,calvin harris featuring florence welch,
2013-01-01,45,summertime sadness,lana del rey and cedric gervais,
2013-01-01,46,home,phillip phillips,male
2013-01-01,47,its time,imagine dragons,
2013-01-01,48,power trip,j cole featuring miguel,
2013-01-01,49,girl on fire,alicia keys,female
2013-01-01,50,heart attack,demi lovato,female
2013-01-01,51,love somebody,maroon 5,
2013-01-01,52,i will wait,mumford  sons,
2013-01-01,53,try,pink,female
2013-01-01,54,wagon wheel,darius rucker,male
2013-01-01,55,gangnam style,psy,
2013-01-01,56,i need your love,calvin harris featuring ellie goulding,
2013-01-01,57,die young,kesha,female
2013-01-01,58,some nights,fun,
2013-01-01,59,bad,wale featuring tiara thomas,
2013-01-01,60,boys round here,blake shelton featuring pistol annies and friends,
2013-01-01,61,gone gone gone,phillip phillips,male
2013-01-01,62,demons,imagine dragons,
2013-01-01,63,counting stars,onerepublic,
2013-01-01,64,i cry,flo rida,male
2013-01-01,65,little talks,of monsters and men,
2013-01-01,66,the other side,jason derulo,male
2013-01-01,67,berzerk,eminem,male
2013-01-01,68,catch my breath,kelly clarkson,female
2013-01-01,69,crash my party,luke bryan,male
2013-01-01,70,pour it up,rihanna,female
2013-01-01,71,22,taylor swift,female
2013-01-01,72,i want crazy,hunter hayes,male
2013-01-01,73,the fox what does the fox say,ylvis,
2013-01-01,74,best song ever,one direction,
2013-01-01,75,the a team,ed sheeran,male
2013-01-01,76,carry on,fun,
2013-01-01,77,highway dont care,tim mcgraw featuring taylor swift and keith urban,
2013-01-01,78,thats my kind of night,luke bryan,male
2013-01-01,79,swimming pools drank,kendrick lamar,male
2013-01-01,80,sure be cool if you did,blake shelton,male
2013-01-01,81,beautiful,mariah carey featuring miguel,
2013-01-01,82,troublemaker,olly murs featuring flo rida,
2013-01-01,83,body party,ciara,female
2013-01-01,84,adorn,miguel,male
2013-01-01,85,hall of fame,the script featuring william,
2013-01-01,86,let me love you until you learn to love yourself,neyo,male
2013-01-01,87,uoeno,rocko featuring future and rick ross,
2013-01-01,88,next to me,emeli sande,
2013-01-01,89,mamas broken heart,miranda lambert,female
2013-01-01,90,it goes like this,thomas rhett,male
2013-01-01,91,bugatti,ace hood featuring future and rick ross,
2013-01-01,92,wanted,hunter hayes,male
2013-01-01,93,downtown,lady antebellum,
2013-01-01,94,get your shine on,florida georgia line,
2013-01-01,95,thatpower,william featuring justin bieber,
2013-01-01,96,brave,sara bareilles,female
2013-01-01,97,let her go,passenger,male
2013-01-01,98,runnin outta moonlight,randy houser,male
2013-01-01,99,im different,2 chainz,male
2013-01-01,100,still into you,paramore,
2014-01-01,1,happy,pharrell williams,male
2014-01-01,2,dark horse,katy perry featuring juicy j,
2014-01-01,3,all of me,john legend,male
2014-01-01,4,fancy,iggy azalea featuring charli xcx,
2014-01-01,5,counting stars,onerepublic,
2014-01-01,6,talk dirty,jason derulo featuring 2 chainz,
2014-01-01,7,rude,magic,male
2014-01-01,8,all about that bass,meghan trainor,female
2014-01-01,9,problem,ariana grande featuring iggy azalea,
2014-01-01,10,stay with me,sam smith,male
2014-01-01,11,timber,pitbull featuring kesha,
2014-01-01,12,pompeii,bastille,
2014-01-01,13,shake it off,taylor swift,female
2014-01-01,14,am i wrong,nico  vinz,
2014-01-01,15,turn down for what,dj snake and lil jon,
2014-01-01,16,the monster,eminem featuring rihanna,
2014-01-01,17,say something,a great big world and christina aguilera,
2014-01-01,18,team,lorde,female
2014-01-01,19,let her go,passenger,male
2014-01-01,20,royals,lorde,female
2014-01-01,21,let it go,idina menzel,female
2014-01-01,22,wake me up,avicii,
2014-01-01,23,demons,imagine dragons,
2014-01-01,24,story of my life,one direction,
2014-01-01,25,chandelier,sia,female
2014-01-01,26,black widow,iggy azalea featuring rita ora,
2014-01-01,27,bang bang,jessie j ariana grande and nicki minaj,
2014-01-01,28,latch,disclosure featuring sam smith,
2014-01-01,29,maps,maroon 5,
2014-01-01,30,loyal,chris brown featuring lil wayne and french montana too short or tyga,
2014-01-01,31,best day of my life,american authors,
2014-01-01,32,habits stay high,tove lo,female
2014-01-01,33,summer,calvin harris,male
2014-01-01,34,boom clap,charli xcx,female
2014-01-01,35,drunk in love,beyonce featuring jay z,
2014-01-01,36,anaconda,nicki minaj,female
2014-01-01,37,break free,ariana grande featuring zedd,
2014-01-01,38,bailando,enrique iglesias featuring descemer bueno and gente de zona,
2014-01-01,39,burn,ellie goulding,
